# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1762       4.823774149402e-11       1.048500740172e-12      -2.274963471502e-12       8.034570932790e-15       7.437072090985e-16      -1.847030147006e-18       5.945778654526e-18 
 1763       4.816331322206e-11       1.043438867474e-12      -2.243533374662e-12       8.028387531307e-15       7.420461255210e-16      -1.444264171151e-18       5.682648416101e-18 
 1764       4.808697882919e-11       1.038566899593e-12      -2.212112563007e-12       8.022170161839e-15       7.403895394097e-16      -1.027689522567e-18       5.420608759067e-18 
 1765       4.800875544390e-11       1.033884177265e-12      -2.180712598515e-12       8.015918744143e-15       7.387374377905e-16      -5.975369896347e-19       5.159678029762e-18 
 1766       4.792866029244e-11       1.029390035942e-12      -2.149345094881e-12       8.009633197793e-15       7.370898075404e-16      -1.540385593980e-19       4.899874640394e-18 
 1767       4.784671069899e-11       1.025083805783e-12      -2.118021717595e-12       8.003313442187e-15       7.354466353866e-16       3.025725806672e-19       4.641217069128e-18 
 1768       4.776292408581e-11       1.020964811643e-12      -2.086754184011e-12       7.996959396542e-15       7.338079079073e-16       7.720620408855e-19       4.383723860164e-18 
 1769       4.767731797337e-11       1.017032373064e-12      -2.055554263422e-12       7.990570979895e-15       7.321736115302e-16       1.254194227615e-18       4.127413623826e-18 
 1770       4.758990998051e-11       1.013285804272e-12      -2.024433777135e-12       7.984148111106e-15       7.305437325333e-16       1.748732341481e-18       3.872305036644e-18 
 1771       4.750071782458e-11       1.009724414161e-12      -1.993404598536e-12       7.977690708852e-15       7.289182570440e-16       2.255438375607e-18       3.618416841439e-18 
 1772       4.740975932159e-11       1.006347506290e-12      -1.962478653173e-12       7.971198691631e-15       7.272971710391e-16       2.774073113850e-18       3.365767847405e-18 
 1773       4.731705238634e-11       1.003154378873e-12      -1.931667918820e-12       7.964671977762e-15       7.256804603444e-16       3.304396129029e-18       3.114376930196e-18 
 1774       4.722261503263e-11       1.000144324766e-12      -1.900984425555e-12       7.958110485382e-15       7.240681106345e-16       3.846165781164e-18       2.864263032005e-18 
 1775       4.712646537332e-11       9.973166314671e-13      -1.870440255829e-12       7.951514132446e-15       7.224601074326e-16       4.399139215704e-18       2.615445161655e-18 
 1776       4.702862162053e-11       9.946705810992e-13      -1.840047544544e-12       7.944882836731e-15       7.208564361101e-16       4.963072361760e-18       2.367942394676e-18 
 1777       4.692910208579e-11       9.922054504068e-13      -1.809818479121e-12       7.938216515830e-15       7.192570818865e-16       5.537719930341e-18       2.121773873394e-18 
 1778       4.682792518017e-11       9.899205107456e-13      -1.779765299572e-12       7.931515087155e-15       7.176620298289e-16       6.122835412583e-18       1.876958807013e-18 
 1779       4.672510941441e-11       9.878150280740e-13      -1.749900298579e-12       7.924778467937e-15       7.160712648522e-16       6.718171077986e-18       1.633516471697e-18 
 1780       4.662067339913e-11       9.858882629445e-13      -1.720235821561e-12       7.918006575225e-15       7.144847717180e-16       7.323477972642e-18       1.391466210660e-18 
 1781       4.651463584490e-11       9.841394704954e-13      -1.690784266748e-12       7.911199325885e-15       7.129025350353e-16       7.938505917471e-18       1.150827434243e-18 
 1782       4.640701556244e-11       9.825679004419e-13      -1.661558085256e-12       7.904356636601e-15       7.113245392596e-16       8.563003506454e-18       9.116196200006e-19 
 1783       4.629783146275e-11       9.811727970676e-13      -1.632569781155e-12       7.897478423874e-15       7.097507686928e-16       9.196718104864e-18       6.738623127877e-19 
 1784       4.618710255725e-11       9.799533992161e-13      -1.603831911549e-12       7.890564604023e-15       7.081812074832e-16       9.839395847499e-18       4.375751248397e-19 
 1785       4.607484795796e-11       9.789089402821e-13      -1.575357086641e-12       7.883615093183e-15       7.066158396246e-16       1.049078163692e-17       2.027777358583e-19 
 1786       4.596108687760e-11       9.780386482029e-13      -1.547157969811e-12       7.876629807306e-15       7.050546489567e-16       1.115061914167e-17      -3.051010690489e-20 
 1787       4.584583862977e-11       9.773417454499e-13      -1.519247277687e-12       7.869608662160e-15       7.034976191645e-16       1.181865079452e-17      -2.622685885644e-19 
 1788       4.572912262908e-11       9.768174490201e-13      -1.491637780217e-12       7.862551573329e-15       7.019447337782e-16       1.249461779070e-17      -4.924778265168e-19 
 1789       4.561095839133e-11       9.764649704272e-13      -1.464342300745e-12       7.855458456213e-15       7.003959761727e-16       1.317826008613e-17      -7.211178703569e-19 
 1790       4.549136553360e-11       9.762835156932e-13      -1.437373716078e-12       7.848329226030e-15       6.988513295675e-16       1.386931639566e-17      -9.481687017935e-19 
 1791       4.537036377445e-11       9.762722853398e-13      -1.410744956564e-12       7.841163797810e-15       6.973107770265e-16       1.456752419128e-17      -1.173610234566e-18 
 1792       4.524797516397e-11       9.764301822356e-13      -1.384467568758e-12       7.833962173580e-15       6.957743027273e-16       1.527259771017e-17      -1.397424652962e-18 
 1793       4.512423079360e-11       9.767549325460e-13      -1.358547390440e-12       7.826724704678e-15       6.942418957816e-16       1.598416178608e-17      -1.619603448428e-18 
 1794       4.499916414140e-11       9.772439575879e-13      -1.332988840427e-12       7.819451831580e-15       6.927135464456e-16       1.670181747409e-17      -1.840140440249e-18 
 1795       4.487280884734e-11       9.778946653031e-13      -1.307796352788e-12       7.812143996914e-15       6.911892448528e-16       1.742516398918e-17      -2.059029442170e-18 
 1796       4.474519871348e-11       9.787044502383e-13      -1.282974376863e-12       7.804801645467e-15       6.896689810139e-16       1.815379870368e-17      -2.276264262395e-18 
 1797       4.461636770428e-11       9.796706935265e-13      -1.258527377285e-12       7.797425224186e-15       6.881527448163e-16       1.888731714465e-17      -2.491838703596e-18 
 1798       4.448634994676e-11       9.807907628663e-13      -1.234459833996e-12       7.790015182181e-15       6.866405260243e-16       1.962531299131e-17      -2.705746562909e-18 
 1799       4.435517973078e-11       9.820620125036e-13      -1.210776242268e-12       7.782571970729e-15       6.851323142785e-16       2.036737807240e-17      -2.917981631943e-18 
 1800       4.422289150923e-11       9.834817832112e-13      -1.187481112721e-12       7.775096043276e-15       6.836280990959e-16       2.111310236369e-17      -3.128537696782e-18 
 1801       4.408951989830e-11       9.850474022696e-13      -1.164578971342e-12       7.767587855441e-15       6.821278698694e-16       2.186207398527e-17      -3.337408537986e-18 
 1802       4.395509967767e-11       9.867561834478e-13      -1.142074359505e-12       7.760047865017e-15       6.806316158678e-16       2.261387919908e-17      -3.544587930598e-18 
 1803       4.381966579078e-11       9.886054269834e-13      -1.119971833990e-12       7.752476531977e-15       6.791393262355e-16       2.336810240623e-17      -3.750069644145e-18 
 1804       4.368325334504e-11       9.905924195630e-13      -1.098275967000e-12       7.744874318476e-15       6.776509899923e-16       2.412432614445e-17      -3.953847442643e-18 
 1805       4.354589761205e-11       9.927144343033e-13      -1.076991346184e-12       7.737241688851e-15       6.761665960331e-16       2.488213108553e-17      -4.155915084597e-18 
 1806       4.340763402786e-11       9.949687307308e-13      -1.056122574652e-12       7.729579109630e-15       6.746861331278e-16       2.564109603266e-17      -4.356266323008e-18 
 1807       4.326849819319e-11       9.973525547632e-13      -1.035674270997e-12       7.721887049529e-15       6.732095899209e-16       2.640079791791e-17      -4.554894905377e-18 
 1808       4.312852587363e-11       9.998631386889e-13      -1.015651069313e-12       7.714165979458e-15       6.717369549317e-16       2.716081179960e-17      -4.751794573703e-18 
 1809       4.298775299991e-11       1.002497701148e-12      -9.960576192112e-13       7.706416372526e-15       6.702682165536e-16       2.792071085973e-17      -4.946959064491e-18 
 1810       4.284621566812e-11       1.005253447114e-12      -9.768985858458e-13       7.698638704038e-15       6.688033630540e-16       2.868006640138e-17      -5.140382108757e-18 
 1811       4.270395013994e-11       1.008127567872e-12      -9.581786499269e-13       7.690833451505e-15       6.673423825745e-16       2.943844784613e-17      -5.332057432024e-18 
 1812       4.256099284285e-11       1.011117240999e-12      -9.399025077422e-13       7.683001094641e-15       6.658852631300e-16       3.019542273149e-17      -5.521978754333e-18 
 1813       4.241738037040e-11       1.014219630348e-12      -9.220748711758e-13       7.675142115371e-15       6.644319926091e-16       3.095055670825e-17      -5.710139790241e-18 
 1814       4.227314948241e-11       1.017431886026e-12      -9.047004677270e-13       7.667256997832e-15       6.629825587733e-16       3.170341353797e-17      -5.896534248830e-18 
 1815       4.212833710521e-11       1.020751144373e-12      -8.877840405295e-13       7.659346228373e-15       6.615369492575e-16       3.245355509035e-17      -6.081155833703e-18 
 1816       4.198298033187e-11       1.024174527946e-12      -8.713303483706e-13       7.651410295564e-15       6.600951515692e-16       3.320054134061e-17      -6.263998242995e-18 
 1817       4.183711642244e-11       1.027699145497e-12      -8.553441657100e-13       7.643449690194e-15       6.586571530883e-16       3.394393036698e-17      -6.445055169370e-18 
 1818       4.169078280415e-11       1.031322091953e-12      -8.398302826991e-13       7.635464905276e-15       6.572229410673e-16       3.468327834805e-17      -6.624320300027e-18 
 1819       4.154401707168e-11       1.035040448399e-12      -8.247935051999e-13       7.627456436052e-15       6.557925026307e-16       3.541813956020e-17      -6.801787316707e-18 
 1820       4.139685698738e-11       1.038851282058e-12      -8.102386548042e-13       7.619424779991e-15       6.543658247750e-16       3.614806637501e-17      -6.977449895688e-18 
 1821       4.124934048148e-11       1.042751646268e-12      -7.961705688526e-13       7.611370436797e-15       6.529428943684e-16       3.687260925668e-17      -7.151301707797e-18 
 1822       4.110150565234e-11       1.046738580468e-12      -7.825941004537e-13       7.603293908409e-15       6.515236981506e-16       3.759131675943e-17      -7.323336418407e-18 
 1823       4.095339076667e-11       1.050809110174e-12      -7.695141185027e-13       7.595195699006e-15       6.501082227324e-16       3.830373552492e-17      -7.493547687444e-18 
 1824       4.080503425978e-11       1.054960246962e-12      -7.569355077014e-13       7.587076315008e-15       6.486964545958e-16       3.900941027965e-17      -7.661929169390e-18 
 1825       4.065647473577e-11       1.059188988446e-12      -7.448631685761e-13       7.578936265082e-15       6.472883800937e-16       3.970788383239e-17      -7.828474513284e-18 
 1826       4.050775096783e-11       1.063492318262e-12      -7.333020174976e-13       7.570776060140e-15       6.458839854495e-16       4.039869707157e-17      -7.993177362728e-18 
 1827       4.035890189839e-11       1.067867206046e-12      -7.222569867000e-13       7.562596213348e-15       6.444832567570e-16       4.108138896271e-17      -8.156031355889e-18 
 1828       4.020996663940e-11       1.072310607415e-12      -7.117330242994e-13       7.554397240126e-15       6.430861799803e-16       4.175549654582e-17      -8.317030125503e-18 
 1829       4.006098447255e-11       1.076819463948e-12      -7.017350943135e-13       7.546179658148e-15       6.416927409533e-16       4.242055493282e-17      -8.476167298878e-18 
 1830       3.991199484951e-11       1.081390703167e-12      -6.922681766803e-13       7.537943987353e-15       6.403029253798e-16       4.307609730494e-17      -8.633436497898e-18 
