# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[2]-dens[2]       13:dens[2]-dens[3]       14:dens[2]-dens[4]       15:dens[2]-dens[5]       16:dens[2]-dens[6]       17:dens[2]-dens[7]       18:dens[2]-dens[8]       19:dens[2]-dens[9]       20:dens[2]-dens[10]      21:dens[3]-dens[3]       22:dens[3]-dens[4]       23:dens[3]-dens[5]       24:dens[3]-dens[6]       25:dens[3]-dens[7]       26:dens[3]-dens[8]       27:dens[3]-dens[9]       28:dens[3]-dens[10]      29:dens[4]-dens[4]       30:dens[4]-dens[5]       31:dens[4]-dens[6]       32:dens[4]-dens[7]       33:dens[4]-dens[8]       34:dens[4]-dens[9]       35:dens[4]-dens[10]      36:dens[5]-dens[5]       37:dens[5]-dens[6]       38:dens[5]-dens[7]       39:dens[5]-dens[8]       40:dens[5]-dens[9]       41:dens[5]-dens[10]      42:dens[6]-dens[6]       43:dens[6]-dens[7]       44:dens[6]-dens[8]       45:dens[6]-dens[9]       46:dens[6]-dens[10]      47:dens[7]-dens[7]       48:dens[7]-dens[8]       49:dens[7]-dens[9]       50:dens[7]-dens[10]      51:dens[8]-dens[8]       52:dens[8]-dens[9]       53:dens[8]-dens[10]      54:dens[9]-dens[9]       55:dens[9]-dens[10]      56:dens[10]-dens[10]  
   22       8.568545134120e-01       1.611133725379e-06       3.508141686163e-09       6.902278219260e-09       7.115708768936e-09      -1.809914278445e-07      -7.898655994349e-08      -1.787774786237e-07       2.744016205803e-07       3.536384994324e-09       3.518759676873e-01       2.825875057393e-05       2.522240148475e-08      -8.074173497735e-09       4.198058706892e-08       8.963552462893e-08       2.748632499214e-08      -1.222363271452e-07       8.636636977105e-08       1.861808658554e-01       5.086298347685e-05      -1.913469906799e-07       8.113731439729e-08       1.086609850128e-08      -3.790230057864e-08      -5.715340761086e-09      -1.399923919724e-07       1.124779769969e-01       3.790371078852e-05      -1.079491368193e-06      -6.206958048960e-08      -1.588237144703e-07      -8.063499835743e-08       9.013571631567e-08       7.520621327367e-02       1.897162155988e-05      -3.520394606632e-06      -5.811545886304e-08      -1.173067867758e-07      -7.520576046695e-08       5.342231653792e-02      -4.249437021032e-06      -7.399072835208e-06      -3.036715343405e-07      -3.506115027105e-08       3.953670780479e-02      -2.096777757852e-05      -1.261104321093e-05      -8.187065587943e-07       3.018338687436e-02      -2.559704934272e-05      -1.834683829483e-05       2.362662822746e-02      -1.762752238908e-05       1.888195115865e-02 
   23       8.993541743687e-01      -8.964055672097e-06      -4.379720911333e-08       6.772538031942e-08       1.197321478946e-09       4.605510748118e-08      -4.266280585544e-08      -3.004866119080e-07      -2.180161089827e-07      -1.160143473671e-07       3.718483905205e-01       1.627417532351e-05       9.165036540916e-09      -3.802797671369e-08       5.090183307215e-08      -2.327143242304e-07      -7.844322663845e-09      -7.422230238160e-08      -2.221823308016e-08       1.997523520169e-01       5.628044662614e-05      -1.378572548242e-07       1.257102759111e-09       1.690780707104e-07       1.611474061472e-08       4.732471201453e-08       1.445839577859e-07       1.208431838003e-01       4.628482096337e-05      -8.986534157939e-07       6.420514304154e-08      -2.374337445866e-08       1.025545056167e-07      -2.487830609468e-08       8.091123960913e-02       3.289019951675e-05      -2.809103999549e-06      -1.079380588354e-07      -2.957029880043e-08      -9.051781681768e-08       5.760553344227e-02       1.396608549215e-05      -6.314656279460e-06      -2.259964236112e-07       1.404178116849e-08       4.273103316196e-02      -8.097081430588e-07      -1.112725224657e-05      -6.310610098587e-07       3.268701678012e-02      -4.807644140078e-06      -1.678320661487e-05       2.562736596288e-02       3.203276109448e-06       2.050711283535e-02 
   24       9.444969583355e-01      -1.397400592550e-05      -3.004217876663e-09      -1.058670699658e-08       9.490174468880e-09      -6.770187025839e-08       8.056771447451e-08       4.312074801898e-08      -7.917884863727e-07      -1.360855430004e-08       3.916397986514e-01       4.709455138166e-06      -1.760685041955e-08      -5.582808219156e-08       1.943495841260e-08       4.463943292823e-08       3.477166948156e-07      -1.354616441551e-07      -1.396909964582e-07       2.135347570251e-01       6.046748387149e-05      -1.106166916540e-07       6.409970240085e-08       5.363694732070e-09      -1.917087884292e-09      -5.140471453740e-08      -1.024820496502e-07       1.294289872325e-01       5.369071452327e-05      -6.157050962554e-07      -2.806817064521e-08      -1.868062206783e-07      -5.130582951214e-08       1.573911659231e-07       8.674890541680e-02       4.525206180311e-05      -2.366755101810e-06      -3.944546720044e-08      -1.310508016776e-07      -3.051981840641e-08       6.188326593502e-02       3.115175442622e-05      -5.376525047679e-06      -1.180776512012e-07      -6.807719161668e-08       4.600280976438e-02       1.913453319578e-05      -9.903141602018e-06      -5.082351909208e-07       3.525714908321e-02       1.629668576146e-05      -1.516436349498e-05       2.768663357310e-02       2.493992988775e-05       2.218333491588e-02 
   25       9.909718109394e-01      -1.228289089272e-05      -4.081339394135e-08      -8.974943208538e-08       1.471825999850e-08      -3.093713684609e-08      -4.844355949595e-07       5.830838905807e-07       1.573424418051e-07       2.078237966390e-08       4.114848351839e-01      -4.622978119354e-06       5.042551387833e-08      -1.591134329085e-08       9.942042482810e-08      -2.465145572915e-07      -1.007250713308e-07      -5.991426083069e-07       5.585464319696e-08       2.274579868328e-01       6.294770178857e-05      -6.181391139734e-08      -3.722452587803e-08       2.386709601493e-07      -1.025015191138e-07       3.006511561693e-08      -5.932284707987e-08       1.382333455518e-01       6.034149435362e-05      -5.421467058194e-07       4.988524270286e-08      -3.377841270782e-08       7.228618806932e-09       7.188581027081e-08       9.271990759114e-02       5.632472695452e-05      -1.854961551783e-06      -3.379240002582e-08      -6.389757110123e-08      -1.485006008454e-07       6.625272038666e-02       4.720119493790e-05      -4.627030752699e-06      -1.516591894924e-07       9.422513887887e-08       4.934815625944e-02       3.853419313879e-05      -8.677308724568e-06      -4.136302596449e-07       3.789094573153e-02       3.755040812525e-05      -1.375843121237e-05       2.980145159394e-02       4.715250347569e-05       2.390857052816e-02 
   26       1.036739296747e+00      -5.813476556506e-06      -3.603965520063e-08      -2.407441092833e-08      -1.293869490743e-08       1.491317912587e-07      -2.069325848171e-07       3.972307771274e-08       7.732217972443e-07       9.456889375076e-09       4.316279237740e-01      -1.021157136040e-05      -1.292921983269e-08       3.777971069019e-08      -2.465156575063e-08      -1.374135794153e-07       3.199753777288e-07       1.788447437574e-09       6.032707564805e-07       2.414471773625e-01       6.347307574729e-05      -2.659377648517e-08       3.851166322802e-08       3.002223332032e-08       6.614890176617e-08       4.612403717156e-08       1.649965416671e-07       1.472508005409e-01       6.633122148998e-05      -3.106773275963e-07       1.144378743227e-08      -1.434079434456e-07       6.845852121369e-08       1.363649449525e-07       9.882550638473e-02       6.603021696773e-05      -1.526289496946e-06      -6.110541381786e-08      -1.140711269646e-07       1.312229459956e-09       7.071287388041e-02       6.195481571592e-05      -3.841210493391e-06       3.814551836372e-08      -6.034577256292e-08       5.276467339867e-02       5.715085036189e-05      -7.654271136964e-06      -3.070472332550e-07       4.058500618831e-02       5.866387220780e-05      -1.237917880061e-05       3.196921381838e-02       6.992544362901e-05       2.568041550724e-02 
   27       1.080026117210e+00       1.864641995755e-06      -3.581022161530e-09       5.333073529810e-08      -1.929985047515e-08      -1.001059946120e-07       4.518908461831e-07       3.635668283152e-07      -7.309423977973e-09      -1.330399513840e-08       4.522845478882e-01      -1.145722369183e-05      -1.365992861783e-08       5.726752923484e-08       1.641860180339e-07      -1.456065561780e-07       1.030283233543e-07      -1.430482383500e-07       2.650685710596e-08       2.554277226221e-01       6.174667017511e-05      -5.748501619595e-08      -2.571491395657e-08       2.126669077851e-07      -2.279238557781e-07       2.741766941539e-10      -2.901873220213e-07       1.564722777947e-01       7.173496364184e-05      -3.245959458811e-07      -1.565671108260e-08      -1.251841917787e-07      -1.336763740579e-07       1.693800774256e-07       1.050670788823e-01       7.479109893415e-05      -1.242106659655e-06       9.376604590464e-09      -9.054987743656e-08      -1.040647451399e-07       7.526242563560e-02       7.557178818418e-05      -3.360721014795e-06      -1.253410910775e-07       1.014712163678e-07       5.624943069555e-02       7.508736922952e-05      -6.733672324096e-06      -2.529739985819e-07       4.333682165047e-02       7.946999679079e-05      -1.115849704536e-05       3.418760711072e-02       9.272165662951e-05       2.749713376424e-02 
   28       1.120108791125e+00       7.331001925798e-06      -5.647128840343e-08       2.929887560540e-08       1.212701398377e-09       3.395684755009e-07      -1.309421587018e-07       1.297316824380e-07      -4.519440222740e-07      -4.767198460539e-10       4.736092347493e-01      -8.379084513666e-06       4.053455008242e-08       2.109677247923e-08      -6.135769647322e-08      -3.643821729903e-07      -8.046947464820e-08      -1.813267722540e-07      -3.872987206054e-07       2.693302315445e-01       5.771733218926e-05      -9.711735616985e-09       2.584970443657e-08       1.412581442323e-07       1.480062981084e-08       5.782741639395e-08       1.537650871890e-08       1.658848783095e-01       7.640059375453e-05      -2.051449304141e-07       5.482361276045e-08      -2.356835963361e-10       1.283484746585e-07       1.855341533280e-07       1.114456700246e-01       8.239792458885e-05      -9.334497849397e-07      -1.072428989015e-07      -8.908634102479e-08      -8.201111232715e-08       7.990187833778e-02       8.787367536672e-05      -2.707816189810e-06       1.369926090246e-07       4.309852618187e-08       5.980132122614e-02       9.183508998211e-05      -5.831883223923e-06      -2.170163957669e-07       4.614409295441e-02       9.983405464372e-05      -9.977267680157e-06       3.645408593099e-02       1.156140808113e-04       2.935647190646e-02 
   29       1.157538168749e+00       8.838215551498e-06       2.297621919469e-08      -2.918090613221e-08       9.069826333885e-09      -3.412219775876e-08       7.143376714200e-07      -5.512259463664e-07      -4.689766020976e-08       2.183495821758e-09       4.956728542623e-01      -2.062087571970e-06      -3.000416519402e-08      -2.734186216795e-08       1.798853699847e-07      -1.112468049818e-07      -2.077214159527e-08       6.998704796880e-07      -1.029340557109e-07       2.830956378955e-01       5.160865658564e-05       2.512689617087e-08       6.192892367271e-08       1.197740174314e-07      -1.415821465282e-07       2.303831422463e-07      -5.425915510733e-08       1.754713795323e-01       8.036925662568e-05      -1.362536170457e-07      -5.876104134297e-08      -2.276528383168e-07      -1.359303730837e-07       9.111891610288e-08       1.179617653117e-01       8.942672992347e-05      -8.523667338634e-07      -3.976344355844e-09      -4.864381263674e-08       6.949785761943e-08       8.463085969156e-02       9.918144431966e-05      -2.394718672541e-06      -3.857984276931e-08       3.855223039354e-08       6.341834950501e-02       1.078651531896e-04      -5.189594026969e-06      -1.205739852362e-07       4.900459018754e-02       1.195221842159e-04      -8.984124747930e-06       3.876693253161e-02       1.383585280404e-04       3.125676525758e-02 
   30       1.193785075945e+00       6.593278704465e-06      -4.312844464425e-08      -1.927894779840e-08       2.850158018226e-09       2.999893983978e-07       9.624960572611e-07      -3.374694191398e-08       1.951299609254e-07       4.362613478853e-09       5.184505830995e-01       6.096379885783e-06      -4.116404591450e-08      -1.850738310601e-08      -4.100091518455e-08      -3.140188475706e-07      -1.530341073023e-07       5.526565927298e-07      -4.349807149817e-07       2.966801740476e-01       4.380611270336e-05      -2.018211504576e-08       1.518000929648e-08       2.795853835772e-07      -2.642747514647e-07      -1.169311660715e-07      -2.602718122143e-07       1.852108016615e-01       8.335846702338e-05      -1.381287610311e-07       1.212250585921e-07       1.033836443213e-07       4.916964453514e-09       2.275851680157e-07       1.246149672848e-01       9.547071860897e-05      -5.243133539935e-07      -7.312207885326e-08      -1.371592319177e-07      -1.876218562918e-07       8.945058114226e-02       1.092225853346e-04      -1.948011233378e-06       1.052049363413e-07       1.658527289876e-07       6.710030415277e-02       1.225793413013e-04      -4.407908842747e-06      -1.617887832467e-07       5.191701877530e-02       1.385840135596e-04      -7.981596957567e-06       4.112404022694e-02       1.606176710975e-04       3.319641321854e-02 
   31       1.230531649151e+00       2.283967331198e-06       7.113902163778e-09      -2.878124858704e-10      -3.091889460669e-09       2.155778986588e-07       3.472083665701e-09      -5.075348307513e-07       4.147618804336e-08       1.224560291845e-08       5.418215688969e-01       1.422851491790e-05       8.784020027861e-09       1.083690462495e-08       1.249594427451e-07      -2.831818036496e-07      -6.205910848784e-07       3.066639675950e-07      -1.195055512386e-07       3.100582153110e-01       3.480073803676e-05      -1.592534366495e-08       9.127416570189e-08       3.173899442338e-08       5.590010095102e-08       3.214192126925e-07      -3.239736262834e-08       1.950785612621e-01       8.522711468251e-05      -5.145298849520e-08      -4.251032067945e-08      -1.849337682832e-07      -3.930814632635e-08       9.857083263351e-08       1.314037842633e-01       1.010494954404e-04      -5.635172702338e-07      -1.328686776035e-07       6.471617558185e-08       1.593432716275e-07       9.436135379101e-02       1.184273963116e-04      -1.620444553891e-06       1.058258024166e-07       2.419616349301e-08       7.084635070500e-02       1.364282929252e-04      -3.946644366954e-06      -9.727419477852e-08       5.487970738970e-02       1.567075695406e-04      -7.132810378928e-06       4.352385003329e-02       1.826861740668e-04       3.517333877882e-02 
   32       1.268935621397e+00      -1.911071802116e-06       2.840002205662e-08       1.515811837341e-08      -4.469567214598e-10       1.202449149523e-08      -1.062186815625e-06      -4.070714028187e-07      -5.937751603032e-08       1.791829400875e-09       5.655793260883e-01       2.068945290882e-05      -2.406682528152e-08       2.016511232983e-08      -1.010984546953e-08       4.173089776678e-08      -3.717719314969e-07      -3.441712080370e-07       4.739874426012e-07       3.232251493826e-01       2.545977231126e-05       1.341727051191e-08      -5.297589825579e-08       3.274102127075e-07      -4.265657298842e-07       9.288720907850e-08       4.758466965261e-08       2.050469248712e-01       8.584793588945e-05      -1.244890267202e-07       7.767726280138e-08       5.827488856939e-08      -1.175697240344e-07      -9.756105801153e-08       1.383252547972e-01       1.058355022404e-04      -3.028526866018e-07       2.477122068642e-08      -1.595057276214e-07      -5.361242344091e-08       9.936422952559e-02       1.266484153126e-04      -1.411863364525e-06       2.925872833913e-09       1.894129469556e-07       7.465645546986e-02       1.491608650683e-04      -3.350922100407e-06      -3.429243874670e-08       5.789184546253e-02       1.740629282214e-04      -6.389460672035e-06       4.596526296204e-02       2.038875503987e-04       3.718698010700e-02 
   33       1.309179302150e+00      -4.410010251626e-06      -1.891732957663e-08       6.540954139039e-09      -3.486448285438e-09       4.250046935916e-07      -9.157397917136e-08       8.031275229046e-07      -2.091158759870e-08       1.416721324837e-08       5.894542425935e-01       2.426133634580e-05      -5.079053706897e-08       7.957033169562e-09       9.852391812419e-09      -4.062594132194e-07      -1.699290518400e-07      -3.367077552204e-07       7.511411148227e-08       3.361968543587e-01       1.641309692020e-05       3.277016081695e-08       1.173436090116e-07       7.158596472716e-08       3.609098284405e-09      -2.114647956394e-07       3.079530523444e-07       2.150860345581e-01       8.509118323537e-05       3.595106928513e-08       5.092503620866e-08       1.294799833644e-08      -1.023411141350e-07       2.042292809136e-07       1.453750145553e-01       1.101341893259e-04      -3.262813214809e-07      -2.920334732855e-07       9.401020201386e-08       2.071750887443e-08       1.044597205377e-01       1.340118067910e-04      -1.059913101152e-06       2.180666708631e-07       1.103337847164e-07       7.853098821763e-02       1.608058813924e-04      -2.940811976258e-06      -1.772160325103e-07       6.095275536563e-02       1.904250101068e-04      -5.572978280775e-06       4.844633631635e-02       2.246339977195e-04       3.923492201449e-02 
   34       1.350481636403e+00      -4.648817479825e-06       7.210642323500e-08       5.814459927963e-09      -5.087554893580e-09      -2.272699941715e-07       8.081610902483e-07       3.224239437109e-07       1.579212865547e-08      -1.122436689997e-08       6.131455109548e-01       2.419110643672e-05      -2.493280751214e-08       8.999409657255e-09       1.066417423359e-07       2.404630004143e-07      -8.307738431113e-07       4.460695167509e-07       2.001503950209e-07       3.490091745168e-01       8.404932774677e-06      -4.217975131092e-08      -8.182696071610e-08       1.576932387520e-07      -1.657335493008e-07       3.002899150231e-07       1.146583740727e-07       2.251649245550e-01       8.280562618300e-05      -9.143707739378e-08      -6.562591142607e-08      -2.340753658482e-08      -4.230793434877e-08      -3.156413525725e-07       1.525471337486e-01       1.135563805048e-04      -2.121618616132e-07       5.310727563980e-08       1.224500583486e-08       1.714228683192e-07       1.096480508486e-01       1.406653870894e-04      -9.962683461656e-07      -1.836210094270e-08       1.840024082287e-07       8.246974312321e-02       1.716934888358e-04      -2.546925924174e-06       7.004980471581e-08       6.406151839393e-02       2.058181528213e-04      -5.100975589610e-06       5.096724949510e-02       2.446078015803e-04       4.131714092946e-02 
