# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1000, i.e. number of multipoles equal to 999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[1]-dens[3]        5:dens[1]-dens[4]        6:dens[1]-dens[5]        7:dens[1]-dens[6]        8:dens[1]-dens[7]        9:dens[1]-dens[8]       10:dens[1]-dens[9]       11:dens[1]-dens[10]      12:dens[1]-dens[11]      13:dens[2]-dens[2]       14:dens[2]-dens[3]       15:dens[2]-dens[4]       16:dens[2]-dens[5]       17:dens[2]-dens[6]       18:dens[2]-dens[7]       19:dens[2]-dens[8]       20:dens[2]-dens[9]       21:dens[2]-dens[10]      22:dens[2]-dens[11]      23:dens[3]-dens[3]       24:dens[3]-dens[4]       25:dens[3]-dens[5]       26:dens[3]-dens[6]       27:dens[3]-dens[7]       28:dens[3]-dens[8]       29:dens[3]-dens[9]       30:dens[3]-dens[10]      31:dens[3]-dens[11]      32:dens[4]-dens[4]       33:dens[4]-dens[5]       34:dens[4]-dens[6]       35:dens[4]-dens[7]       36:dens[4]-dens[8]       37:dens[4]-dens[9]       38:dens[4]-dens[10]      39:dens[4]-dens[11]      40:dens[5]-dens[5]       41:dens[5]-dens[6]       42:dens[5]-dens[7]       43:dens[5]-dens[8]       44:dens[5]-dens[9]       45:dens[5]-dens[10]      46:dens[5]-dens[11]      47:dens[6]-dens[6]       48:dens[6]-dens[7]       49:dens[6]-dens[8]       50:dens[6]-dens[9]       51:dens[6]-dens[10]      52:dens[6]-dens[11]      53:dens[7]-dens[7]       54:dens[7]-dens[8]       55:dens[7]-dens[9]       56:dens[7]-dens[10]      57:dens[7]-dens[11]      58:dens[8]-dens[8]       59:dens[8]-dens[9]       60:dens[8]-dens[10]      61:dens[8]-dens[11]      62:dens[9]-dens[9]       63:dens[9]-dens[10]      64:dens[9]-dens[11]      65:dens[10]-dens[10]     66:dens[10]-dens[11]     67:dens[11]-dens[11]  
  344       1.386763408053e+01       4.836190845547e-08      -6.488038150119e-09       5.564744019517e-09       3.504640577614e-10      -7.172627312528e-10       3.612525844396e-09      -9.396508127360e-10       6.978602733828e-10       2.580638129499e-11       4.531574126703e-10       1.058635117127e+01      -5.934384191953e-09       1.431998294306e-09       5.473074714741e-10      -3.707896470917e-10       2.663341403076e-10      -2.115859908020e-10       1.077344807867e-10       3.219558248585e-11       2.794081642405e-10       7.664001190821e+00       2.177347226534e-09       1.054360620503e-10      -1.751033903232e-10       7.433028951413e-10      -8.650079682943e-09      -1.580230070244e-08       1.233626906289e-09      -3.642904848705e-10       6.143884122946e+00       3.330701880226e-09       7.194204762870e-10      -1.028068019383e-08       3.360546383787e-09      -2.024452386485e-08       2.753729962319e-08       2.351074405877e-08       5.157471934212e+00       4.520022238098e-09       1.751401136097e-08       1.945001085582e-09      -3.178477130238e-08       1.726135431467e-08       5.066492032737e-08       4.447995077713e+00       1.815323824508e-09       4.320621471736e-08      -3.536939947604e-08       6.159574678002e-08       5.361973848447e-08       3.905957886073e+00       1.369416910275e-08       5.364835474326e-08       4.730930091417e-08      -3.090700111390e-08       3.474964388283e+00       4.257310639443e-08       5.461105758859e-08      -1.094919630223e-07       3.122407859768e+00      -6.898009953567e-07       1.089030775274e-07       2.827764967250e+00       6.077087457943e-07       2.577475664743e+00 
  345       1.388162555571e+01       4.747338678140e-08      -6.456776071636e-09       5.466147366600e-09       3.654028177863e-10      -7.168551102133e-10       9.247642317147e-09      -9.155554956217e-10       6.791839139343e-10       2.806544308476e-11       4.425314424853e-10       1.059879348650e+01      -6.124081283889e-09       1.386933531966e-09       5.549834132780e-10      -3.905569142298e-10       2.398083365236e-10      -2.241043327951e-10       1.219788117631e-10       2.749936406443e-11       3.103219615265e-10       7.674568138504e+00       2.263671708778e-09       6.571496280367e-11      -1.807302700485e-10       7.262698838711e-10      -7.954840435495e-09      -1.600864198484e-08       2.496814780307e-09      -5.394780751591e-10       6.153240162324e+00       3.360932826016e-09       7.656366852785e-10      -1.135542928593e-08       3.824539770629e-09      -1.910684733197e-08       2.717699909517e-08       2.341655616685e-08       5.165925040941e+00       5.425547197484e-09       1.733944201775e-08       5.022673253576e-09      -3.516843409929e-08       1.707146277410e-08       4.967333114458e-08       4.455726815674e+00       6.339931760550e-09       4.339393678701e-08      -3.838075007805e-08       5.851558561863e-08       5.423439870606e-08       3.913088983655e+00       2.178594170236e-08       5.620578072523e-08       5.460833820004e-08      -3.731381828409e-08       3.481581578844e+00       6.991404932522e-08       5.695633146143e-08      -1.111106762585e-07       3.128579236939e+00      -4.259734480641e-07       1.029516363920e-07       2.833543676522e+00       8.699972285868e-07       2.582894800433e+00 
  346       1.389558134183e+01       4.656482913323e-08      -6.425472088220e-09       5.365073280362e-09       3.804169192864e-10      -7.161395377011e-10       1.474727406821e-08      -8.911751014486e-10       6.605040800364e-10       3.047494103162e-11       4.317654504893e-10       1.061120610870e+01      -6.309749219213e-09       1.344659646777e-09       5.619388239445e-10      -4.095056312129e-10       2.131096733550e-10      -2.360644575338e-10       1.360409218645e-10       2.300072738946e-11       3.432703128408e-10       7.685111584473e+00       2.353544031944e-09       2.253750920001e-11      -1.839983839354e-10       7.096336072731e-10      -7.226306457934e-09      -1.614774268213e-08       3.724134142707e-09      -7.055306063765e-10       6.162576376006e+00       3.370009360220e-09       8.064220482548e-10      -1.236123119227e-08       4.215547101987e-09      -1.803746678282e-08       2.665918270380e-08       2.327478590392e-08       5.174360944518e+00       6.219843392138e-09       1.717821432685e-08       7.946196669124e-09      -3.843081086519e-08       1.704774805653e-08       4.836000121443e-08       4.463443431080e+00       1.055716572499e-08       4.336745070478e-08      -4.128898938453e-08       5.559079821536e-08       5.462811417788e-08       3.920206586554e+00       2.975411734685e-08       5.800174046981e-08       6.146721733286e-08      -4.284000045540e-08       3.488186703604e+00       9.602904927442e-08       5.910859957146e-08      -1.119935688283e-07       3.134739712003e+00      -1.683682627936e-07       9.657628425511e-08       2.839312579947e+00       1.112534693967e-06       2.588305320233e+00 
  347       1.390950107617e+01       4.564884474549e-08      -6.394495143428e-09       5.262988796647e-09       3.951839574597e-10      -7.150631013362e-10       2.003564058519e-08      -8.668847174735e-10       6.421058824323e-10       3.297184962772e-11       4.210071950636e-10       1.062358880680e+01      -6.485887072784e-09       1.306399878643e-09       5.681653750822e-10      -4.269824349462e-10       1.867264151273e-10      -2.471467163785e-10       1.495287870459e-10       1.881291044318e-11       3.783408824208e-10       7.695631403548e+00       2.445965490851e-09      -2.425794769826e-11      -1.846718596777e-10       6.938069889710e-10      -6.470680157938e-09      -1.620787185452e-08       4.900868095995e-09      -8.595364380525e-10       6.171892680277e+00       3.356580506320e-09       8.410288897667e-10      -1.329011685603e-08       4.510713250887e-09      -1.705782887051e-08       2.598942789936e-08       2.309774711006e-08       5.182779584714e+00       6.886721079004e-09       1.704094454699e-08       1.066703166532e-08      -4.152604584483e-08       1.719655910638e-08       4.670570110480e-08       4.471144879112e+00       1.439105344782e-08       4.308409340890e-08      -4.408037120095e-08       5.288821990311e-08       5.478984590348e-08       3.927310661889e+00       3.743848435462e-08       5.896733999108e-08       6.778311914736e-08      -4.735954685668e-08       3.494779741220e+00       1.202832107313e-07       6.102515318130e-08      -1.120760128816e-07       3.140889251365e+00       7.745755810216e-08       8.978053499624e-08       2.845071606797e+00       1.331272493334e-06       2.593707301110e+00 
  348       1.392338431398e+01       4.473833709666e-08      -6.364222572189e-09       5.161395240923e-09       4.093741036212e-10      -7.135717542090e-10       2.503526790869e-08      -8.430681002192e-10       6.242809569033e-10       3.549165023838e-11       4.104078546640e-10       1.063594129302e+01      -6.646868694774e-09       1.273404715630e-09       5.736547755193e-10      -4.423191873379e-10       1.611580710910e-10      -2.570242858779e-10       1.620414319876e-10       1.505169148255e-11       4.156228148245e-10       7.706127434658e+00       2.539913473345e-09      -7.483584018183e-11      -1.825101058216e-10       6.792123077458e-10      -5.694315237273e-09      -1.617704861520e-08       6.011974120440e-09      -9.985199446162e-10       6.181188965374e+00       3.319270526426e-09       8.686940263569e-10      -1.413395657354e-08       4.686679102577e-09      -1.618985141005e-08       2.517348688232e-08       2.289805136897e-08       5.191180881224e+00       7.409652676485e-09       1.693848913959e-08       1.313557284245e-08      -4.440727003123e-08       1.752434082864e-08       4.469085180129e-08       4.478831098912e+00       1.776397377267e-08       4.250028255166e-08      -4.674087001640e-08       5.047617264148e-08       5.470836760725e-08       3.934401163699e+00       4.467519310146e-08       5.903233076646e-08       7.345100250502e-08      -5.074383044237e-08       3.501360659542e+00       1.420274314257e-07       6.266236176150e-08      -1.112921140505e-07       3.147027811930e+00       3.058213799548e-07       8.256809590365e-08       2.850820677234e+00       1.522075162504e-06       2.599100815244e+00 
  349       1.393723052754e+01       4.384650602818e-08      -6.335040160625e-09       5.061828475366e-09       4.226500519273e-10      -7.116103069218e-10       2.966697661089e-08      -8.201177377235e-10       6.073275109654e-10       3.796832028544e-11       4.001220523861e-10       1.064826322215e+01      -6.786941815325e-09       1.246952087281e-09       5.783987721324e-10      -4.548328698956e-10       1.369154760980e-10      -2.653631167241e-10       1.731688660364e-10       1.183540710623e-11       4.552067443512e-10       7.716599480408e+00       2.634341286643e-09      -1.293634017426e-10      -1.772677795983e-10       6.662812642896e-10      -4.903717796475e-09      -1.604304038414e-08       7.042081771053e-09      -1.119441063737e-09       6.190465095175e+00       3.256678758712e-09       8.886386594102e-10      -1.488445889826e-08       4.719577990078e-09      -1.545592670390e-08       2.421728796777e-08       2.268861017948e-08       5.199564733422e+00       7.771770424674e-09       1.688194648275e-08       1.530114154808e-08      -4.702659400066e-08       1.803763465672e-08       4.229552241675e-08       4.486502013382e+00       2.059664506964e-08       4.157151004911e-08      -4.925617909485e-08       4.842447555716e-08       5.437226455082e-08       3.941478032778e+00       5.129673004149e-08       5.812510057190e-08       7.836358870667e-08      -5.286157971012e-08       3.507929415479e+00       1.605983013742e-07       6.397566652458e-08      -1.095747028889e-07       3.153155340982e+00       5.109140399378e-07       7.494286931468e-08       2.856559702196e+00       1.680719814378e-06       2.604485929947e+00 
  350       1.395103935840e+01       4.298415435194e-08      -6.307266690260e-09       4.965554906668e-09       4.347351982797e-10      -7.091341231634e-10       3.386644665503e-08      -7.983555988289e-10       5.914875964622e-10       4.034570156918e-11       3.902767812178e-10       1.066055436643e+01      -6.901445284946e-09       1.228042832903e-09       5.823967764391e-10      -4.639766445389e-10       1.144215262008e-10      -2.718909377823e-10       1.825742302586e-10       9.259997120765e-12       4.970770819952e-10       7.727047416565e+00       2.728338756489e-09      -1.879037529623e-10      -1.687720977816e-10       6.553656519394e-10      -4.105039765010e-09      -1.579643943292e-08       7.978711965732e-09      -1.219863902192e-09       6.199720987138e+00       3.167956450974e-09       9.002476806463e-10      -1.553526602904e-08       4.591238018466e-09      -1.487307849297e-08       2.312719042894e-08       2.248037657687e-08       5.207931082606e+00       7.960258322002e-09       1.688028669466e-08       1.712305904423e-08      -4.934525951726e-08       1.873900451264e-08       3.950869361877e-08       4.494157578541e+00       2.282624610516e-08       4.026440872759e-08      -5.161426905972e-08       4.678807541918e-08       5.377349228774e-08       3.948541237157e+00       5.716602073265e-08       5.619756384246e-08       8.243547945627e-08      -5.361572848144e-08       3.514485987826e+00       1.754616006861e-07       6.492972153723e-08      -1.068772445465e-07       3.159271807186e+00       6.880059748878e-07       6.691748720536e-08       2.862288617955e+00       1.803919446867e-06       2.609862705650e+00 
  351       1.396481138755e+01       4.215148021098e-08      -6.280923998883e-09       4.872645107175e-09       4.456214027701e-10      -7.061447573701e-10       3.763469381731e-08      -7.777916308159e-10       5.767559642765e-10       4.261214705621e-11       3.808767089834e-10       1.067281514958e+01      -6.990518272622e-09       1.216472789478e-09       5.856790913241e-10      -4.698001572984e-10       9.370868261007e-11      -2.766075270783e-10       1.902441249430e-10       7.322961373132e-12       5.407839330088e-10       7.737471526416e+00       2.821621721531e-09      -2.500902351645e-10      -1.571583692794e-10       6.464651486990e-10      -3.302533774371e-09      -1.544003673337e-08       8.822086728452e-09      -1.299994042274e-09       6.208956856425e+00       3.054563963380e-09       9.036160046182e-10      -1.608833800625e-08       4.308079864420e-09      -1.443515889589e-08       2.191075788631e-08       2.227546231469e-08       5.216280102090e+00       7.979733495904e-09       1.693312924678e-08       1.860438759437e-08      -5.136457307781e-08       1.961462728391e-08       3.635647606881e-08       4.501797934263e+00       2.446163073801e-08       3.859351707701e-08      -5.381318451629e-08       4.555716818107e-08       5.291821803470e-08       3.955590895741e+00       6.228035105420e-08       5.330098934746e-08       8.567664517509e-08      -5.305568700111e-08       3.521030477531e+00       1.866495594042e-07       6.552929387776e-08      -1.032405868887e-07       3.165377295256e+00       8.371225746741e-07       5.853930175613e-08       2.868007491620e+00       1.892440888891e-06       2.615231189919e+00 
  352       1.397854739525e+01       4.134594890773e-08      -6.255957512735e-09       4.782862306971e-09       4.553697284369e-10      -7.026557775929e-10       4.098966045929e-08      -7.583553806334e-10       5.630633838178e-10       4.476728798037e-11       3.718949992321e-10       1.068504613355e+01      -7.055542949525e-09       1.211722648152e-09       5.882846479904e-10      -4.725080940095e-10       7.470909632600e-11      -2.795830502831e-10       1.962485252270e-10       5.996288586799e-12       5.857576085773e-10       7.747872179414e+00       2.914062473743e-09      -3.154386225811e-10      -1.426441553271e-10       6.394883810713e-10      -2.500036449258e-09      -1.497983295481e-08       9.575721256160e-09      -1.360724736244e-09       6.218172981265e+00       2.918586030874e-09       8.990246555087e-10      -1.654783080324e-08       3.882994744498e-09      -1.412992057820e-08       2.057601962481e-08       2.207373984885e-08       5.224612014500e+00       7.839414507498e-09       1.703766955543e-08       1.975957220792e-08      -5.309623960481e-08       2.064618945488e-08       3.287505630815e-08       4.509423259387e+00       2.553037752815e-08       3.658602466463e-08      -5.585356662785e-08       4.470503211122e-08       5.181642603304e-08       3.962627159468e+00       6.667169953634e-08       4.951329535666e-08       8.812195005310e-08      -5.126968550834e-08       3.527563011307e+00       1.943415112924e-07       6.578963070272e-08      -9.872896032465e-08       3.171471914967e+00       9.595193078227e-07       4.986547453106e-08       2.873716419780e+00       1.948114810568e-06       2.620591423038e+00 
  353       1.399224811010e+01       4.056495722749e-08      -6.232310888824e-09       4.695963120909e-09       4.640429989254e-10      -6.986811986211e-10       4.394983145811e-08      -7.399743900736e-10       5.503386881536e-10       4.681078449428e-11       3.633040508356e-10       1.069724784454e+01      -7.097940509856e-09       1.213259107237e-09       5.902534752516e-10      -4.723107765831e-10       5.735280633042e-11      -2.808898078722e-10       2.006595217683e-10       5.251139047311e-12       6.314150266312e-10       7.758249722189e+00       3.005530798560e-09      -3.834527508512e-10      -1.254528499854e-10       6.343412822056e-10      -1.701470913702e-09      -1.442199646394e-08       1.024323983230e-08      -1.402975664383e-09       6.227369623373e+00       2.762161734159e-09       8.867634642556e-10      -1.691802465134e-08       3.329211645202e-09      -1.394479421150e-08       1.913122161145e-08       2.187507712668e-08       5.232927029800e+00       7.548779033432e-09       1.719102327782e-08       2.060348935220e-08      -5.455232203902e-08       2.181491193427e-08       2.910154324165e-08       4.517033722571e+00       2.606086974694e-08       3.426984176964e-08      -5.773612235241e-08       4.420421599748e-08       5.047840041542e-08       3.969650170992e+00       7.037300409281e-08       4.491444862192e-08       8.980730111750e-08      -4.834834365152e-08       3.534083708930e+00       1.987219685050e-07       6.572643059176e-08      -9.340832184553e-08       3.177555770295e+00       1.056488716639e-06       4.095455060663e-08       2.879415494155e+00       1.972823852659e-06       2.625943439853e+00 
